PID,FearRatingAudio,ExpFearConvert,UniqueEvent,AvgHR,HRzScore,Description,Emotions,CodedEmotions,EmotionTypeLimited,EmotionType,EmoTypeCodedNegative,EmotionExtent,RegulationExtent,FearType,FearType
1339,2,2.5,157,108.28,1.434170636,dark room with people behind bars in the last section,Disgusted/Grossed Out,4,Negative,Negative,Negative,5,5,,
1339,1,1,158,92.95,0.461924207,chainsaw folk pacing through outdoor section,Shocked/Surprised,11,Negative,Negative,Negative,3,3,,
1339,1,1,158,92.95,0.461924207,chainsaw folk pacing through outdoor section,Fearful/Afraid,5,Negative,Negative,Negative,3,4,,1
1339,2,2.5,340,108.28,1.434170636,inflatable tent material you have to push through blindly ,Irritable/Annoyed,7,Negative,Negative,Negative,6,4,,
1339,2,2.5,340,108.28,1.434170636,inflatable tent material you have to push through blindly ,Fearful/Afraid*,13,,Negative,Negative,1,1,,0
1324,4,5.5,159,96.74,1.361620346,"in the quarantine 4D section, we faced this giant wall of white poof. The older woman in front of me was too afraid to go through so we got clogged up there. The monster kept yelling ""go through the white!"" and eventually she went through. I went through next and felt pretty claustrophobic doing this, but knew from prior experience that it was ok and didn't last long. I then went through all the black poof stuff which was waist high. There were people dressed in black above reaching towards you.",Alert/Attentive,2,Positive,Positive,,6,4,,
1324,4,5.5,159,96.74,1.361620346,"in the quarantine 4D section, we faced this giant wall of white poof. The older woman in front of me was too afraid to go through so we got clogged up there. The monster kept yelling ""go through the white!"" and eventually she went through. I went through next and felt pretty claustrophobic doing this, but knew from prior experience that it was ok and didn't last long. I then went through all the black poof stuff which was waist high. There were people dressed in black above reaching towards you.",Upset/Distressed,14,Negative,Negative,Negative,5,5,,
1324,4,5.5,159,96.74,1.361620346,"in the quarantine 4D section, we faced this giant wall of white poof. The older woman in front of me was too afraid to go through so we got clogged up there. The monster kept yelling ""go through the white!"" and eventually she went through. I went through next and felt pretty claustrophobic doing this, but knew from prior experience that it was ok and didn't last long. I then went through all the black poof stuff which was waist high. There were people dressed in black above reaching towards you.",Nervous/Jittery,8,Negative,Negative,Negative,4,4,,
1324,4,5.5,159,96.74,1.361620346,"in the quarantine 4D section, we faced this giant wall of white poof. The older woman in front of me was too afraid to go through so we got clogged up there. The monster kept yelling ""go through the white!"" and eventually she went through. I went through next and felt pretty claustrophobic doing this, but knew from prior experience that it was ok and didn't last long. I then went through all the black poof stuff which was waist high. There were people dressed in black above reaching towards you.",Panicked,10,Negative,Negative,Negative,5,6,,
1324,4,5.5,159,96.74,1.361620346,"in the quarantine 4D section, we faced this giant wall of white poof. The older woman in front of me was too afraid to go through so we got clogged up there. The monster kept yelling ""go through the white!"" and eventually she went through. I went through next and felt pretty claustrophobic doing this, but knew from prior experience that it was ok and didn't last long. I then went through all the black poof stuff which was waist high. There were people dressed in black above reaching towards you.",Tense,12,Negative,Negative,Negative,5,3,,
1324,4,5.5,159,96.74,1.361620346,"in the quarantine 4D section, we faced this giant wall of white poof. The older woman in front of me was too afraid to go through so we got clogged up there. The monster kept yelling ""go through the white!"" and eventually she went through. I went through next and felt pretty claustrophobic doing this, but knew from prior experience that it was ok and didn't last long. I then went through all the black poof stuff which was waist high. There were people dressed in black above reaching towards you.",Fearful/Afraid,5,Negative,Negative,Negative,6,5,,1
1324,3,4,160,91.45,0.831314531,In an atrium style hallway (i.e. many halls ended in that circle) you walked out and there was a fog machine that made a lot of fog (obviously). There were dementor looking monsters in black capes and hoods twirling around and reaching out towards you. They also had LED lights attached to their capes so they lit up. I thought that was a pretty funny mini section but I can also see why some others may find it scary and appreciated the variety in monsters they had. ,Amused/Interested,1,Positive,Positive,Positive,5,1,,
1324,3,4,160,91.45,0.831314531,In an atrium style hallway (i.e. many halls ended in that circle) you walked out and there was a fog machine that made a lot of fog (obviously). There were dementor looking monsters in black capes and hoods twirling around and reaching out towards you. They also had LED lights attached to their capes so they lit up. I thought that was a pretty funny mini section but I can also see why some others may find it scary and appreciated the variety in monsters they had. ,Fearful/Afraid*,13,,Negative,Negative,2,1,,0
1324,2,2.5,161,93.66,1.05286006,"In the quarantine section, they had a wall with a lot of 3D colored shapes sticking out. Then when I turned a corner there was a clown there with some type of weapon. He loomed out and followed me a step or two. Then around the next corner there was a second clown.",Hostile/Aggressive,6,Negative,Negative,Negative,3,3,,
1324,2,2.5,161,93.66,1.05286006,"In the quarantine section, they had a wall with a lot of 3D colored shapes sticking out. Then when I turned a corner there was a clown there with some type of weapon. He loomed out and followed me a step or two. Then around the next corner there was a second clown.",Tense,12,Negative,Negative,Negative,4,3,,
1324,2,2.5,161,93.66,1.05286006,"In the quarantine section, they had a wall with a lot of 3D colored shapes sticking out. Then when I turned a corner there was a clown there with some type of weapon. He loomed out and followed me a step or two. Then around the next corner there was a second clown.",Fearful/Afraid,5,Negative,Negative,Negative,4,4,,1
1324,2,2.5,162,95.62,1.249343879,"Walking out into what I now assume was the Machine Shop, I saw two men with chainsaws swiping at your feet. There was a lot of loud music and raggedy walls outside. Then, in the corner there was a man with a giant horizontal saw on a pendulum that was swinging out towards the people walking.",Irritable/Annoyed,7,Negative,Negative,Negative,4,3,,
1324,2,2.5,162,95.62,1.249343879,"Walking out into what I now assume was the Machine Shop, I saw two men with chainsaws swiping at your feet. There was a lot of loud music and raggedy walls outside. Then, in the corner there was a man with a giant horizontal saw on a pendulum that was swinging out towards the people walking.",Nervous/Jittery,8,Negative,Negative,Negative,4,4,,
1324,2,2.5,162,95.62,1.249343879,"Walking out into what I now assume was the Machine Shop, I saw two men with chainsaws swiping at your feet. There was a lot of loud music and raggedy walls outside. Then, in the corner there was a man with a giant horizontal saw on a pendulum that was swinging out towards the people walking.",Fearful/Afraid*,13,,Negative,Negative,2,2,,0
1324,3,4,163,94.54,1.141077285,"Down one of the long hallways, there was a lot of fog, and there were lasers placed so they went ""action movie style"" across the hallway. There was someone that yelled that you had to go under the lasers. Most were easy enough to get under, but there were monsters placed throughout, and if you broke a laser beam then some more would run out of the cells. ",Irritable/Annoyed,7,Negative,Negative,Negative,5,2,,
1324,3,4,163,94.54,1.141077285,"Down one of the long hallways, there was a lot of fog, and there were lasers placed so they went ""action movie style"" across the hallway. There was someone that yelled that you had to go under the lasers. Most were easy enough to get under, but there were monsters placed throughout, and if you broke a laser beam then some more would run out of the cells. ",Nervous/Jittery,8,Negative,Negative,Negative,4,3,,
1324,3,4,163,94.54,1.141077285,"Down one of the long hallways, there was a lot of fog, and there were lasers placed so they went ""action movie style"" across the hallway. There was someone that yelled that you had to go under the lasers. Most were easy enough to get under, but there were monsters placed throughout, and if you broke a laser beam then some more would run out of the cells. ",Tense,12,Negative,Negative,Negative,5,4,,
1324,3,4,163,94.54,1.141077285,"Down one of the long hallways, there was a lot of fog, and there were lasers placed so they went ""action movie style"" across the hallway. There was someone that yelled that you had to go under the lasers. Most were easy enough to get under, but there were monsters placed throughout, and if you broke a laser beam then some more would run out of the cells. ",Fearful/Afraid*,13,,Negative,Negative,4,4,,0
1324,3,4,164,91.45,0.831314531,"There was an old abandoned school bus (but grey, so a prison bus) located in the grass. When we went in the front door of it, there were manikins on either side in many of the seats that looked like dead zombie monsters. Then, there were also alive monsters who reached out to grab you as you walked down the aisle. We exited the bus through the back and then entered the prison.",Nervous/Jittery,8,Negative,Negative,Negative,5,3,,
1324,3,4,164,91.45,0.831314531,"There was an old abandoned school bus (but grey, so a prison bus) located in the grass. When we went in the front door of it, there were manikins on either side in many of the seats that looked like dead zombie monsters. Then, there were also alive monsters who reached out to grab you as you walked down the aisle. We exited the bus through the back and then entered the prison.",Fearful/Afraid,5,Negative,Negative,Negative,6,5,,1
1324,3,4,165,91.45,0.831314531,"Walking into the prison, there was someone who looked like a bus conductor frantically pushing at some controls and yelling that we should all get out or save ourselves or things of that nature. Then, walking into the prison, there was a monster with buzz clippers going to buzz your hair, and another monster dressed as a dentist or doctor trying to get you to sit in a chair.",Nervous/Jittery,8,Negative,Negative,Negative,6,5,,
1324,3,4,165,91.45,0.831314531,"Walking into the prison, there was someone who looked like a bus conductor frantically pushing at some controls and yelling that we should all get out or save ourselves or things of that nature. Then, walking into the prison, there was a monster with buzz clippers going to buzz your hair, and another monster dressed as a dentist or doctor trying to get you to sit in a chair.",Tense,12,Negative,Negative,Negative,6,5,,
1324,3,4,165,91.45,0.831314531,"Walking into the prison, there was someone who looked like a bus conductor frantically pushing at some controls and yelling that we should all get out or save ourselves or things of that nature. Then, walking into the prison, there was a monster with buzz clippers going to buzz your hair, and another monster dressed as a dentist or doctor trying to get you to sit in a chair.",Fearful/Afraid,5,Negative,Negative,Negative,4,4,,1
1324,3,4,166,93.35,1.021783538,"Walking into what looked like an infirmary, there was a monster in a wheelchair with a motorized chest that came out. Then, there was another monster on a gurney with a very large alien looking thing that came out of its chest. I was glad it was already out when I arrived otherwise it would have been much scarier. There were a few empty gurneys with white sheets over them as well as many jars with things floating in them.",Disgusted/Grossed Out,4,Negative,Negative,Negative,7,2,,
1324,3,4,166,93.35,1.021783538,"Walking into what looked like an infirmary, there was a monster in a wheelchair with a motorized chest that came out. Then, there was another monster on a gurney with a very large alien looking thing that came out of its chest. I was glad it was already out when I arrived otherwise it would have been much scarier. There were a few empty gurneys with white sheets over them as well as many jars with things floating in them.",Tense,12,Negative,Negative,Negative,5,4,,
1324,3,4,166,93.35,1.021783538,"Walking into what looked like an infirmary, there was a monster in a wheelchair with a motorized chest that came out. Then, there was another monster on a gurney with a very large alien looking thing that came out of its chest. I was glad it was already out when I arrived otherwise it would have been much scarier. There were a few empty gurneys with white sheets over them as well as many jars with things floating in them.",Fearful/Afraid,5,Negative,Negative,Negative,4,4,,1
1325,,,167,95.55,0.671543754,machine shop guy with big spinning car wax machine,Amused/Interested,1,Positive,Positive,Positive,6,2,,
1325,,,167,95.55,0.671543754,machine shop guy with big spinning car wax machine,Excited/Enthused,3,Positive,Positive,Positive,5,2,,
1325,,,167,95.55,0.671543754,machine shop guy with big spinning car wax machine,Shocked/Surprised,11,Negative,Negative,Negative,5,3,,
1325,,,167,95.55,0.671543754,machine shop guy with big spinning car wax machine,Fearful/Afraid*,13,,Negative,Negative,3,2,,0
1325,2,2.5,168,92.8,0.432004985,The shifting floor after walking up the stairs,Alert/Attentive,2,Positive,Positive,,6,1,,
1325,2,2.5,168,92.8,0.432004985,The shifting floor after walking up the stairs,Amused/Interested,1,Positive,Positive,Positive,6,1,,
1325,2,2.5,168,92.8,0.432004985,The shifting floor after walking up the stairs,Excited/Enthused,3,Positive,Positive,Positive,5,1,,
1325,2,2.5,168,92.8,0.432004985,The shifting floor after walking up the stairs,Fearful/Afraid*,13,,Negative,Negative,1,1,,0
1325,,,169,93.23,0.469460138,As soon as you walk into the first place there is a robot corpse getting electrocuted above the water,Amused/Interested,1,Positive,Positive,Positive,7,1,,
1325,,,169,93.23,0.469460138,As soon as you walk into the first place there is a robot corpse getting electrocuted above the water,Excited/Enthused,3,Positive,Positive,Positive,6,1,,
1325,,,169,93.23,0.469460138,As soon as you walk into the first place there is a robot corpse getting electrocuted above the water,Shocked/Surprised,11,Negative,Negative,Negative,6,1,,
1325,,,169,93.23,0.469460138,As soon as you walk into the first place there is a robot corpse getting electrocuted above the water,Fearful/Afraid*,13,,Negative,Negative,2,1,,0
1325,,,170,95.65,0.680254254,The chain saw people running around the enclosed quarters outside,Alert/Attentive,2,Positive,Positive,,5,1,,
1325,,,170,95.65,0.680254254,The chain saw people running around the enclosed quarters outside,Amused/Interested,1,Positive,Positive,Positive,6,1,,
1325,,,170,95.65,0.680254254,The chain saw people running around the enclosed quarters outside,Excited/Enthused,3,Positive,Positive,Positive,6,1,,
1325,,,170,95.65,0.680254254,The chain saw people running around the enclosed quarters outside,Fearful/Afraid*,13,,Negative,Negative,2,1,,0
1325,,,171,93.11,0.459007537,Walking through the balloon wall and it felt like it took a really long time,Amused/Interested,1,Positive,Positive,Positive,7,1,,
1325,,,171,93.11,0.459007537,Walking through the balloon wall and it felt like it took a really long time,Excited/Enthused,3,Positive,Positive,Positive,7,1,,
1325,,,171,93.11,0.459007537,Walking through the balloon wall and it felt like it took a really long time,Tense,12,Negative,Negative,Negative,5,4,,
1325,,,171,93.11,0.459007537,Walking through the balloon wall and it felt like it took a really long time,Fearful/Afraid*,13,,Negative,Negative,5,3,,0
1325,,,172,93.35,0.479912739,There was a flying head that jumped out at you through the wall in the 4d zone,Amused/Interested,1,Positive,Positive,Positive,6,1,,
1325,,,172,93.35,0.479912739,There was a flying head that jumped out at you through the wall in the 4d zone,Excited/Enthused,3,Positive,Positive,Positive,6,1,,
1325,,,172,93.35,0.479912739,There was a flying head that jumped out at you through the wall in the 4d zone,Fearful/Afraid*,13,,Negative,Negative,1,1,,0
1325,2,2.5,173,95.85,0.697675256,Going through the long hallways and having to climb over the laser beams,Amused/Interested,1,Positive,Positive,Positive,4,1,,
1325,2,2.5,173,95.85,0.697675256,Going through the long hallways and having to climb over the laser beams,Fearful/Afraid*,13,,Negative,Negative,1,1,,0
1325,,,174,93.35,0.479912739,Walking through the 4D spinning tunnel and how disorienting it is,Amused/Interested,1,Positive,Positive,Positive,7,1,,
1325,,,174,93.35,0.479912739,Walking through the 4D spinning tunnel and how disorienting it is,Excited/Enthused,3,Positive,Positive,Positive,7,1,,
1325,,,174,93.35,0.479912739,Walking through the 4D spinning tunnel and how disorienting it is,Other-Disoriented,15,,,,5,2,,
1325,,,174,93.35,0.479912739,Walking through the 4D spinning tunnel and how disorienting it is,Fearful/Afraid*,13,,Negative,Negative,3,1,,0
1325,2,2.5,175,92.8,0.432004985,Walking through the strobe bus at the beginning was very disorienting and fun,Alert/Attentive,2,Positive,Positive,,7,3,,
1325,2,2.5,175,92.8,0.432004985,Walking through the strobe bus at the beginning was very disorienting and fun,Shocked/Surprised,11,Negative,Negative,Negative,6,3,,
1325,2,2.5,175,92.8,0.432004985,Walking through the strobe bus at the beginning was very disorienting and fun,Fearful/Afraid,5,Negative,Negative,Negative,6,4,,1
1331,2,2.5,176,99.76,0.541485653,manikins and actors on school buss. you couldn't tell who was real or not. walking through a man JUMPED out in front of me. ,Alert/Attentive,2,Positive,Positive,,6,5,,
1331,2,2.5,176,99.76,0.541485653,manikins and actors on school buss. you couldn't tell who was real or not. walking through a man JUMPED out in front of me. ,Excited/Enthused,3,Positive,Positive,Positive,7,3,,
1331,2,2.5,176,99.76,0.541485653,manikins and actors on school buss. you couldn't tell who was real or not. walking through a man JUMPED out in front of me. ,Nervous/Jittery,8,Negative,Negative,Negative,5,3,,
1331,2,2.5,176,99.76,0.541485653,manikins and actors on school buss. you couldn't tell who was real or not. walking through a man JUMPED out in front of me. ,Panicked,10,Negative,Negative,Negative,5,3,,
1331,2,2.5,176,99.76,0.541485653,manikins and actors on school buss. you couldn't tell who was real or not. walking through a man JUMPED out in front of me. ,Tense,12,Negative,Negative,Negative,3,5,,
1331,2,2.5,176,99.76,0.541485653,manikins and actors on school buss. you couldn't tell who was real or not. walking through a man JUMPED out in front of me. ,Shocked/Surprised,11,Negative,Negative,Negative,5,3,,
1331,2,2.5,176,99.76,0.541485653,manikins and actors on school buss. you couldn't tell who was real or not. walking through a man JUMPED out in front of me. ,Fearful/Afraid*,13,,Negative,Negative,5,2,,0
1331,2,2.5,177,100.5,0.634256246,Going down one of the wings there were lasers. We were instructed to go under the lasers. The actors were barking orders. Getting in your face! ,Alert/Attentive,2,Positive,Positive,,6,3,,
1331,2,2.5,177,100.5,0.634256246,Going down one of the wings there were lasers. We were instructed to go under the lasers. The actors were barking orders. Getting in your face! ,Amused/Interested,1,Positive,Positive,Positive,6,1,,
1331,2,2.5,177,100.5,0.634256246,Going down one of the wings there were lasers. We were instructed to go under the lasers. The actors were barking orders. Getting in your face! ,Excited/Enthused,3,Positive,Positive,Positive,6,2,,
1331,2,2.5,177,100.5,0.634256246,Going down one of the wings there were lasers. We were instructed to go under the lasers. The actors were barking orders. Getting in your face! ,Fearful/Afraid*,13,,Negative,Negative,3,1,,0
1331,2,2.5,178,96.14,0.087661942,4d Experience with Black light! There was giant spiders and clowns surrounding the room. The 3d glasses made the paint splatter pop out from the walls creating a fun house look! ,Amused/Interested,1,Positive,Positive,Positive,7,1,,
1331,2,2.5,178,96.14,0.087661942,4d Experience with Black light! There was giant spiders and clowns surrounding the room. The 3d glasses made the paint splatter pop out from the walls creating a fun house look! ,Excited/Enthused,3,Positive,Positive,Positive,7,1,,
1331,2,2.5,178,96.14,0.087661942,4d Experience with Black light! There was giant spiders and clowns surrounding the room. The 3d glasses made the paint splatter pop out from the walls creating a fun house look! ,Shocked/Surprised,11,Negative,Negative,Negative,6,3,,
1331,2,2.5,178,96.14,0.087661942,4d Experience with Black light! There was giant spiders and clowns surrounding the room. The 3d glasses made the paint splatter pop out from the walls creating a fun house look! ,Fearful/Afraid*,13,,Negative,Negative,2,1,,0
1331,3,4,179,99.23,0.47504185,Going through the haunted courtyard. we were surrounded by men with loud blaring chainsaws. smoke surrounded us out in the cold rain. ,Nervous/Jittery,8,Negative,Negative,Negative,5,3,,
1331,3,4,179,99.23,0.47504185,Going through the haunted courtyard. we were surrounded by men with loud blaring chainsaws. smoke surrounded us out in the cold rain. ,Panicked,10,Negative,Negative,Negative,6,4,,
1331,3,4,179,99.23,0.47504185,Going through the haunted courtyard. we were surrounded by men with loud blaring chainsaws. smoke surrounded us out in the cold rain. ,Fearful/Afraid,5,Negative,Negative,Negative,6,3,,1
1331,4,5.5,180,95.52,0.009935229,We had to walk through a very tight claustrophobic black blow up machine. Had no idea where I was going but I was going!,Amused/Interested,1,Positive,Positive,Positive,6,1,,
1331,4,5.5,180,95.52,0.009935229,We had to walk through a very tight claustrophobic black blow up machine. Had no idea where I was going but I was going!,Tense,12,Negative,Negative,Negative,7,3,,
1331,4,5.5,180,95.52,0.009935229,We had to walk through a very tight claustrophobic black blow up machine. Had no idea where I was going but I was going!,Fearful/Afraid*,13,,Negative,Negative,5,4,,0
1330,,,196,92.17,0.114977507,Going through the spinning tube room was quite disorienting.  It kept feeling like I was falling to the right.,Alert/Attentive,2,Positive,Positive,,7,3,,
1330,,,196,92.17,0.114977507,Going through the spinning tube room was quite disorienting.  It kept feeling like I was falling to the right.,Amused/Interested,1,Positive,Positive,Positive,7,2,,
1330,,,196,92.17,0.114977507,Going through the spinning tube room was quite disorienting.  It kept feeling like I was falling to the right.,Overwhelmed,9,Negative,Negative,Negative,7,6,,
1330,,,196,92.17,0.114977507,Going through the spinning tube room was quite disorienting.  It kept feeling like I was falling to the right.,Fearful/Afraid*,13,,Negative,Negative,2,4,,0
1330,1,1,197,96.33,0.654154045,"In the outdoors section, there was a guy running around with a chainsaw and he got super close to me.  It was terrifying.",Panicked,10,Negative,Negative,Negative,6,5,,
1330,1,1,197,96.33,0.654154045,"In the outdoors section, there was a guy running around with a chainsaw and he got super close to me.  It was terrifying.",Tense,12,Negative,Negative,Negative,7,6,,
1330,1,1,197,96.33,0.654154045,"In the outdoors section, there was a guy running around with a chainsaw and he got super close to me.  It was terrifying.",Shocked/Surprised,11,Negative,Negative,Negative,7,6,,
1330,1,1,197,96.33,0.654154045,"In the outdoors section, there was a guy running around with a chainsaw and he got super close to me.  It was terrifying.",Fearful/Afraid,5,Negative,Negative,Negative,6,6,,1
1330,3,4,198,99.84,1.109084249,"After the first section, we were in this large circular room with these abnormally tall creatures milling around and we went to the left, off to the side, to give our ratings when one of the actors walked up and asked if everything was alright lol.",Amused/Interested,1,Positive,Positive,Positive,5,1,,
1330,3,4,198,99.84,1.109084249,"After the first section, we were in this large circular room with these abnormally tall creatures milling around and we went to the left, off to the side, to give our ratings when one of the actors walked up and asked if everything was alright lol.",Fearful/Afraid*,13,,Negative,Negative,1,1,,0
1330,,,199,92.17,0.114977507,"I distinctly remember in the Quarantine zone 4D section this specific corner that this person was hiding in.  They were wearing a full black suit with polka dots that perfectly matched the surroundings.  They jumped out and gave me a good scare, excellent hiding spot.",Amused/Interested,1,Positive,Positive,Positive,4,2,,
1330,,,199,92.17,0.114977507,"I distinctly remember in the Quarantine zone 4D section this specific corner that this person was hiding in.  They were wearing a full black suit with polka dots that perfectly matched the surroundings.  They jumped out and gave me a good scare, excellent hiding spot.",Shocked/Surprised,11,Negative,Negative,Negative,6,4,,
1330,,,199,92.17,0.114977507,"I distinctly remember in the Quarantine zone 4D section this specific corner that this person was hiding in.  They were wearing a full black suit with polka dots that perfectly matched the surroundings.  They jumped out and gave me a good scare, excellent hiding spot.",Fearful/Afraid*,13,,Negative,Negative,4,4,,0
1330,3,4,200,99.84,1.109084249,"The very first part of the attraction is going through this school bus with strobe lights.  That was honestly one of the scariest parts for me, cause you couldn't tell who was real or not, and in the intermittent periods of darkness when the strobe lights turned off, they'd jump at you!",Alert/Attentive,2,Positive,Positive,,7,6,,
1330,3,4,200,99.84,1.109084249,"The very first part of the attraction is going through this school bus with strobe lights.  That was honestly one of the scariest parts for me, cause you couldn't tell who was real or not, and in the intermittent periods of darkness when the strobe lights turned off, they'd jump at you!",Nervous/Jittery,8,Negative,Negative,Negative,7,7,,
1330,3,4,200,99.84,1.109084249,"The very first part of the attraction is going through this school bus with strobe lights.  That was honestly one of the scariest parts for me, cause you couldn't tell who was real or not, and in the intermittent periods of darkness when the strobe lights turned off, they'd jump at you!",Tense,12,Negative,Negative,Negative,7,6,,
1330,3,4,200,99.84,1.109084249,"The very first part of the attraction is going through this school bus with strobe lights.  That was honestly one of the scariest parts for me, cause you couldn't tell who was real or not, and in the intermittent periods of darkness when the strobe lights turned off, they'd jump at you!",Shocked/Surprised,11,Negative,Negative,Negative,5,6,,
1330,3,4,200,99.84,1.109084249,"The very first part of the attraction is going through this school bus with strobe lights.  That was honestly one of the scariest parts for me, cause you couldn't tell who was real or not, and in the intermittent periods of darkness when the strobe lights turned off, they'd jump at you!",Fearful/Afraid,5,Negative,Negative,Negative,6,6,,1
1330,1,1,201,96.33,0.654154045,We walked into this room and there was this sick throne setup with some demonic queen at the top.  I really admired the set.,Amused/Interested,1,Positive,Positive,Positive,5,1,,
1330,1,1,201,96.33,0.654154045,We walked into this room and there was this sick throne setup with some demonic queen at the top.  I really admired the set.,Fearful/Afraid*,13,,Negative,Negative,2,1,,0
1330,,,202,86.59,-0.608244868,"Before we actually went into the attractions, we were in a room where they explained what would happen and the rules.  I remember thinking that it must be exhausting to have to stay so energetic all night.  Props to all the actors.",Alert/Attentive,2,Positive,Positive,,5,2,,
1330,,,202,86.59,-0.608244868,"Before we actually went into the attractions, we were in a room where they explained what would happen and the rules.  I remember thinking that it must be exhausting to have to stay so energetic all night.  Props to all the actors.",Excited/Enthused,3,Positive,Positive,Positive,6,2,,
1330,,,202,86.59,-0.608244868,"Before we actually went into the attractions, we were in a room where they explained what would happen and the rules.  I remember thinking that it must be exhausting to have to stay so energetic all night.  Props to all the actors.",Fearful/Afraid*,13,,Negative,Negative,1,1,,0
1330,2,2.5,203,95.82,0.588053075,"There was this long, long hallway we had to walk down and there were these black-robed people walking around being hella creepy",Alert/Attentive,2,Positive,Positive,,6,4,,
1330,2,2.5,203,95.82,0.588053075,"There was this long, long hallway we had to walk down and there were these black-robed people walking around being hella creepy",Tense,12,Negative,Negative,Negative,7,6,,
1330,2,2.5,203,95.82,0.588053075,"There was this long, long hallway we had to walk down and there were these black-robed people walking around being hella creepy",Fearful/Afraid,5,Negative,Negative,Negative,6,6,,1
1337,,,204,103.17,-0.370367002,"The woman instructing us on entry to Terror Behind the Walls asked who was coming from NY; only I raised my hand.
",Alert/Attentive,2,Positive,Positive,,6,1,,
1337,,,204,103.17,-0.370367002,"The woman instructing us on entry to Terror Behind the Walls asked who was coming from NY; only I raised my hand.
",Amused/Interested,1,Positive,Positive,Positive,6,1,,
1337,,,204,103.17,-0.370367002,"The woman instructing us on entry to Terror Behind the Walls asked who was coming from NY; only I raised my hand.
",Fearful/Afraid*,13,,Negative,Negative,1,1,,0
1337,1,1,205,107.14,0.166797699,A man with a bin asked for our teeth in a doctors office like room.,Panicked,10,Negative,Negative,Negative,5,4,,
1337,1,1,205,107.14,0.166797699,A man with a bin asked for our teeth in a doctors office like room.,Fearful/Afraid,5,Negative,Negative,Negative,5,4,,1
1337,2,2.5,206,113.67,1.050345684,We walked up and into an old bus in a single file line and exited through the back. The bus was really dark and actors were sitting in the seats to scare participants.,Tense,12,Negative,Negative,Negative,7,4,,
1337,2,2.5,206,113.67,1.050345684,We walked up and into an old bus in a single file line and exited through the back. The bus was really dark and actors were sitting in the seats to scare participants.,Fearful/Afraid,5,Negative,Negative,Negative,7,4,,1
1337,2,2.5,207,113.67,1.050345684,We walked over a short bridge and the floor of the bridge moved under us.,Amused/Interested,1,Positive,Positive,Positive,7,1,,
1337,2,2.5,207,113.67,1.050345684,We walked over a short bridge and the floor of the bridge moved under us.,Excited/Enthused,3,Positive,Positive,Positive,7,1,,
1337,2,2.5,207,113.67,1.050345684,We walked over a short bridge and the floor of the bridge moved under us.,Fearful/Afraid*,13,,Negative,Negative,3,1,,0
1337,1,1,208,105.23,-0.091636704,Walking through a room that had the walls as pop out cushions so that you were trapped by the walls while walking through. ,Irritable/Annoyed,7,Negative,Negative,Negative,5,5,,
1337,1,1,208,105.23,-0.091636704,Walking through a room that had the walls as pop out cushions so that you were trapped by the walls while walking through. ,Overwhelmed,9,Negative,Negative,Negative,6,4,,
1337,1,1,208,105.23,-0.091636704,Walking through a room that had the walls as pop out cushions so that you were trapped by the walls while walking through. ,Panicked,10,Negative,Negative,Negative,7,4,,
1337,1,1,208,105.23,-0.091636704,Walking through a room that had the walls as pop out cushions so that you were trapped by the walls while walking through. ,Fearful/Afraid*,13,,Negative,Negative,5,4,,0
1337,1,1,209,110.73,0.652546132,Walking under a man who was sitting in a cage jumping up and down right above us.,Alert/Attentive,2,Positive,Positive,,6,4,,
1337,1,1,209,110.73,0.652546132,Walking under a man who was sitting in a cage jumping up and down right above us.,Nervous/Jittery,8,Negative,Negative,Negative,6,4,,
1337,1,1,209,110.73,0.652546132,Walking under a man who was sitting in a cage jumping up and down right above us.,Fearful/Afraid*,13,,Negative,Negative,6,4,,0
1338,3,4,210,91.84,0.661268493,Walking through the bus in the very beginning. There were strong strobe lights and actors/dummies in the seats.,Excited/Enthused,3,Positive,Positive,Positive,6,3,,
1338,3,4,210,91.84,0.661268493,Walking through the bus in the very beginning. There were strong strobe lights and actors/dummies in the seats.,Nervous/Jittery,8,Negative,Negative,Negative,6,3,,
1338,3,4,210,91.84,0.661268493,Walking through the bus in the very beginning. There were strong strobe lights and actors/dummies in the seats.,Fearful/Afraid*,13,,Negative,Negative,5,2,,0
1338,2,2.5,211,93.6,0.82391367,The initial walk through the infirmary was very quiet. It was down a corridor of old inmate cells and there were actors walking around with medical equipment.,Alert/Attentive,2,Positive,Positive,,7,1,,
1338,2,2.5,211,93.6,0.82391367,The initial walk through the infirmary was very quiet. It was down a corridor of old inmate cells and there were actors walking around with medical equipment.,Other - at ease,15,Positive,Positive,,6,1,,
1338,2,2.5,211,93.6,0.82391367,The initial walk through the infirmary was very quiet. It was down a corridor of old inmate cells and there were actors walking around with medical equipment.,Fearful/Afraid*,13,,Negative,Negative,1,1,,0
1338,2,2.5,212,89.59,0.45334142,"One section had an actor walking throughout with a fake chainsaw, or rather it seemed to be real but there was no blade attachment. You could smell the gas that was being used.",Amused/Interested,1,Positive,Positive,Positive,7,1,,
1338,2,2.5,212,89.59,0.45334142,"One section had an actor walking throughout with a fake chainsaw, or rather it seemed to be real but there was no blade attachment. You could smell the gas that was being used.",Excited/Enthused,3,Positive,Positive,Positive,7,1,,
1338,2,2.5,212,89.59,0.45334142,"One section had an actor walking throughout with a fake chainsaw, or rather it seemed to be real but there was no blade attachment. You could smell the gas that was being used.",Fearful/Afraid*,13,,Negative,Negative,1,1,,0
